target_id	length	eff_length	est_counts	tpm
AT2G19470.1	1918	1757.13	935	24.3472
AT2G19950.2	3058	2897.13	370.833	5.85668
AT2G19950.1	2558	2397.13	900.167	17.182
AT2G02060.3	810	649.134	5.78224	0.407571
AT2G02060.2	971	810.134	0	0
AT2G02060.1	1332	1171.13	11.2178	0.43827
AT2G37240.1	1262	1101.13	104	4.3215
AT2G43261.4	843	682.134	0	0
AT2G24130.1	2943	2782.13	0	0
AT2G35830.2	789	628.134	7	0.509903
AT2G35830.1	699	538.134	0	0
AT2G19930.1	3127	2966.13	93.1418	1.4368
AT2G17700.1	2232	2071.13	562	12.4157
AT2G19930.3	2916	2755.13	0	0
AT2G19930.2	3123	2962.13	93.8582	1.4498
AT2G02080.1	1954	1793.13	115.633	2.95061
AT2G02080.3	2323	2162.13	16.2154	0.343153
AT2G02080.2	1759	1598.13	0.000108242	3.09903e-06
AT2G02080.5	1896	1735.13	0	0
AT2G20580.1	3091	2930.13	3945	61.6029
AT2G02080.6	1409	1248.13	46.1513	1.69186
AT2G17760.1	2032	1871.13	1288	31.4958
AT2G35810.1	1019	858.134	1212.32	64.6401
AT2G35810.2	655	494.134	1977.68	183.128
AT2G46790.5	1559	1398.13	21.6491	0.70849
AT2G46790.4	2039	1878.13	1.88071	0.045818
AT2G46790.1	1407	1246.13	19.9079	0.730976
AT2G46790.3	2045	1884.13	0	0
AT2G46790.2	1862	1701.13	13.5622	0.364782
AT2G38950.1	2583	2422.13	914	17.2659
AT2G32320.2	2084	1923.13	43.0528	1.02432
AT2G31700.1	396	235.773	0	0
AT2G32320.1	2356	2195.13	779.947	16.2572
AT2G13422.1	105	5.27019	0	0
AT2G32810.1	3043	2882.13	824.004	13.0815
AT2G32810.2	3215	3054.13	15.996	0.239643
AT2G40690.2	1669	1508.13	20.4569	0.620642
AT2G40690.3	1443	1282.13	47.8339	1.70704
AT2G40690.1	1671	1510.13	44.7092	1.35464
AT2G32830.1	1883	1722.13	6	0.159414
AT2G37930.4	2133	1972.13	0	0
AT2G20080.3	1099	938.134	16.5696	0.808147
AT2G46770.1	1384	1223.13	0	0
AT2G34370.1	1463	1302.13	5	0.175694
AT2G45590.1	3124	2963.13	480	7.41194
AT2G26410.1	2151	1990.13	180.992	4.16121
AT2G45150.2	1925	1764.13	10.0788	0.261408
AT2G45150.3	1262	1101.13	36.0475	1.49788
AT2G45150.1	1716	1555.13	84.8737	2.49716
AT2G23930.2	783	622.134	30.5431	2.24632
AT2G03410.1	2412	2251.13	5.35058	0.108753
AT2G34350.1	1849	1688.13	0	0
AT2G34350.2	1804	1643.13	91	2.53402
AT2G20619.1	201	57.2288	0	0
AT2G03810.1	2171	2010.13	505.448	11.5052
AT2G03810.3	1806	1645.13	26.456	0.735808
AT2G03810.2	1320	1159.13	344.48	13.5979
AT2G03810.5	1375	1214.13	0	0
AT2G03810.4	2103	1942.13	25.6644	0.604635
AT2G03810.7	1808	1647.13	0	0
AT2G03810.6	2327	2166.13	31.951	0.674902
AT2G44100.2	1685	1524.13	0	0
AT2G40935.8	673	512.134	0	0
AT2G40935.9	850	689.134	0	0
AT2G40935.6	628	467.134	0	0
AT2G24940.1	484	323.307	3790	536.372
AT2G40935.4	1008	847.134	7.16816	0.387166
AT2G40935.5	654	493.134	19.1666	1.77837
AT2G04378.1	1545	1384.13	883.047	29.1909
AT2G19640.2	1729	1568.13	581	16.9525
AT2G19640.1	1457	1296.13	0	0
AT2G04378.2	1174	1013.13	12.9527	0.584971
AT2G40330.1	1607	1446.13	973	30.7855
AT2G44100.1	1817	1656.13	6201	171.32
AT2G29130.1	2188	2027.13	40	0.902858
AT2G22830.1	2204	2043.13	209	4.68049
AT2G26200.1	2137	1976.13	708.418	16.4027
AT2G26200.2	1906	1745.13	20.5816	0.539624
AT2G46710.1	2663	2502.13	691	12.636
AT2G02520.1	636	475.134	0	0
AT2G34190.1	2240	2079.13	703	15.4709
AT2G30480.4	2078	1917.13	0	0
AT2G30480.5	2754	2593.13	6.65373	0.117404
AT2G30480.6	3366	3205.13	19.9416	0.284679
AT2G30480.7	3644	3483.13	0	0
AT2G30480.1	2076	1915.13	60.0661	1.43507
AT2G04031.1	624	463.134	0	0
AT2G30480.3	2596	2435.13	52.5426	0.987258
AT2G30480.8	2212	2051.13	0	0
AT2G30480.9	2570	2409.13	0	0
AT2G46570.1	2310	2149.13	126.338	2.68976
AT2G46570.2	1455	1294.13	44.9913	1.59071
AT2G37660.1	1328	1167.13	623	24.4236
AT2G38660.5	941	780.134	40.4753	2.3739
AT2G14765.1	390	229.797	0	0
AT2G04380.1	697	536.134	0	0
AT2G46550.3	1644	1483.13	128.703	3.97054
AT2G46550.2	1362	1201.13	0	0
AT2G46550.1	1727	1566.13	1225.3	35.7976
AT2G27550.1	995	834.134	1034	56.7187
AT2G13547.1	822	661.134	0	0
AT2G15318.1	708	547.134	7	0.585391
AT2G44010.1	880	719.134	484	30.7948
AT2G03320.2	280	123.566	0	0
AT2G03320.1	307	148.897	0	0
AT2G39320.1	685	524.134	0	0
AT2G26670.1	1416	1255.13	2119.93	77.2812
AT2G26670.2	1015	854.134	505.066	27.056
AT2G18020.1	1177	1016.13	26612	1198.31
AT2G29210.2	2685	2524.13	0.879481	0.0159425
AT2G29210.1	3013	2852.13	986.121	15.8198
AT2G20920.1	1426	1265.13	173	6.25679
AT2G03340.1	2202	2041.13	946	21.2061
AT2G26865.1	330	171.035	0	0
AT2G39730.1	1977	1816.13	409.871	10.3262
AT2G39730.3	1928	1767.13	31.9716	0.827821
AT2G39730.2	1641	1480.13	467.158	14.4412
AT2G05632.1	1039	878.134	431	22.4573
AT2G22670.3	1369	1208.13	1012.92	38.3621
AT2G35240.1	999	838.134	1205	65.7832
AT2G31550.1	1205	1044.13	2.32805	0.102018
AT2G15890.2	1402	1241.13	371.046	13.6789
AT2G15890.1	795	634.134	1658.95	119.7
AT2G35140.1	2640	2479.13	17.4557	0.322165
AT2G03870.2	757	596.134	1342.93	103.075
AT2G03870.1	570	409.134	12.0686	1.34968
AT2G31570.1	895	734.134	10858	676.731
AT2G35075.1	1851	1690.13	0	0
AT2G27530.1	819	658.134	0	0
AT2G27530.2	983	822.134	19206.2	1068.91
AT2G42865.1	249	95.8296	80	38.1972
AT2G40270.1	2303	2142.13	253.111	5.40637
AT2G40270.2	1785	1624.13	416.889	11.7447
AT2G34390.2	1189	1028.13	10.4595	0.465482
AT2G34390.3	654	493.134	6.56026	0.608692
AT2G34580.1	990	829.134	8	0.441476
AT2G34580.2	641	480.134	0	0
AT2G42300.2	1127	966.134	72.8888	3.45196
AT2G32890.1	1400	1239.13	0	0
AT2G42300.1	1848	1687.13	328.247	8.90212
AT2G42300.4	2513	2352.13	37.6102	0.73162
AT2G42300.5	2452	2291.13	0	0
AT2G41200.1	939	778.134	198	11.6427
AT2G06000.1	2513	2352.13	82.8107	1.61089
AT2G34820.1	1169	1008.13	0	0
AT2G07120.1	1062	901.134	0	0
AT2G25730.1	7395	7234.13	0	0
AT2G25730.2	7868	7707.13	570.485	3.38683
AT2G25730.3	8174	8013.13	544.275	3.10783
AT2G26990.1	1820	1659.13	2649	73.0537
AT2G34980.1	1002	841.134	48	2.61107
AT2G16850.1	1479	1318.13	243	8.43507
AT2G16570.1	2146	1985.13	549	12.6539
AT2G47730.1	1739	1578.13	12082.6	350.315
AT2G35630.1	6591	6430.13	1601	11.3923
AT2G35630.2	6497	6336.13	0	0
AT2G24195.1	490	329.274	0	0
AT2G28290.1	11021	10860.1	226.28	0.95335
AT2G33175.1	925	764.134	0	0
AT2G22850.2	1326	1165.13	0	0
AT2G30424.3	412	251.577	0	0
AT2G45190.2	872	711.134	0	0
AT2G39530.1	955	794.134	1348	77.6672
AT2G24617.1	315	156.528	0	0
AT2G45190.1	1115	954.134	0	0
AT2G30424.1	426	265.449	0	0
AT2G42810.2	1617	1456.13	161.325	5.06924
AT2G42810.3	1832	1671.13	82.8269	2.26779
AT2G42810.1	1455	1294.13	338.672	11.9741
AT2G17860.1	902	741.134	1	0.0617369
AT2G42810.4	1812	1651.13	0	0
AT2G42810.5	2198	2037.13	1357.18	30.483
AT2G07719.1	1520	1359.13	6	0.20199
AT2G27920.3	1363	1202.13	5.27145	0.200641
AT2G27920.2	1390	1229.13	229.855	8.55649
AT2G27920.1	1519	1358.13	425.5	14.335
AT2G41140.1	2443	2282.13	872	17.483
AT2G47430.1	3677	3516.13	0	0
AT2G27930.4	1180	1019.13	46.5323	2.08913
AT2G27930.5	933	772.134	0	0
AT2G27930.6	1058	897.134	37.6868	1.92209
AT2G28790.2	1242	1081.13	7.35465	0.311261
AT2G27930.1	755	594.134	37.2443	2.86825
AT2G27930.2	1503	1342.13	12.5365	0.427389
AT2G27930.3	1328	1167.13	0	0
AT2G43980.1	1691	1530.13	958	28.6469
AT2G04860.1	2140	1979.13	46	1.06347
AT2G27250.1	583	422.134	0	0
AT2G27250.3	552	391.134	0	0
AT2G27250.2	616	455.134	0	0
AT2G45480.1	1656	1495.13	76.4788	2.34047
AT2G45480.2	1846	1685.13	16.9378	0.459901
AT2G28605.1	956	795.134	17	0.978251
AT2G43990.1	2309	2148.13	149	3.17371
AT2G45520.1	816	655.134	969	67.6761
AT2G34570.1	1103	942.134	583	28.3138
AT2G15530.5	2115	1954.13	115.9	2.71376
AT2G15530.4	2476	2315.13	0	0
AT2G15530.7	2509	2348.13	94.0778	1.83318
AT2G15530.6	2049	1888.13	0	0
AT2G15530.1	2612	2451.13	34.7883	0.649393
AT2G15530.3	2320	2159.13	42.1294	0.892787
AT2G15530.2	2943	2782.13	239.104	3.93234
AT2G05920.1	3026	2865.13	7017	112.059
AT2G19310.1	1108	947.134	278	13.43
AT2G38185.4	1344	1183.13	0	0
AT2G10020.1	201	57.2288	0	0
AT2G38185.1	1928	1767.13	82.7191	2.1418
AT2G38185.2	1555	1394.13	71.8719	2.35883
AT2G38185.3	1882	1721.13	0	0
AT2G25580.2	1981	1820.13	81.1838	2.04083
AT2G25580.1	2503	2342.13	403.816	7.88885
AT2G23780.3	1288	1127.13	0	0
AT2G23780.2	1669	1508.13	515.7	15.6458
AT2G23780.1	1425	1264.13	752.3	27.2295
AT2G41120.1	1031	870.134	82.8802	4.35819
AT2G07779.1	1452	1291.13	0	0
AT2G28360.1	3032	2871.13	1071	17.0678
AT2G37340.2	906	745.134	47.9375	2.94362
AT2G37340.3	1398	1237.13	981.048	36.284
AT2G37340.1	880	719.134	1272.46	80.9612
AT2G37340.6	783	622.134	8.3513	0.614203
AT2G37340.4	1384	1223.13	11.2507	0.420868
AT2G37340.5	750	589.134	0	0
AT2G35660.3	1514	1353.13	6.8601	0.23197
AT2G35660.2	1405	1244.13	36.4909	1.34202
AT2G35660.1	1488	1327.13	34.649	1.19459
AT2G47790.1	1398	1237.13	800	29.588
AT2G17250.1	2073	1912.13	1089	26.0586
AT2G07140.2	1200	1039.13	0	0
AT2G07140.1	1329	1168.13	0	0
AT2G01530.1	940	779.134	4946	290.458
AT2G45580.1	1949	1788.13	0	0
AT2G45580.3	1677	1516.13	0	0
AT2G45580.2	1867	1706.13	0	0
AT2G24780.1	561	400.134	0	0
AT2G25140.1	3348	3187.13	812	11.6573
AT2G01800.1	915	754.134	0	0
AT2G01800.2	954	793.134	0	0
AT2G01800.3	846	685.134	0	0
AT2G41650.1	1793	1632.13	2308	64.7026
AT2G16660.1	2215	2054.13	563.124	12.5435
AT2G01860.1	1864	1703.13	103.94	2.79237
AT2G18420.2	234	83.0561	0	0
AT2G29679.1	123	11.3665	0	0
AT2G36490.1	4827	4666.13	226	2.21612
AT2G42800.1	2360	2199.13	1	0.0208061
AT2G22120.1	1540	1379.13	672	22.2949
AT2G22120.2	1338	1177.13	0	0
AT2G13980.1	516	355.206	0	0
AT2G39800.3	2145	1984.13	0	0
AT2G23000.1	2053	1892.13	54.8315	1.32593
AT2G23000.2	1623	1462.13	157.168	4.91836
AT2G38860.2	2127	1966.13	115.729	2.69322
AT2G39800.4	2623	2462.13	1537.71	28.5762
AT2G04800.3	455	294.339	20.2955	3.15496
AT2G04800.2	574	413.134	173.419	19.2064
AT2G04800.1	595	434.134	673.286	70.9606
AT2G22510.1	762	601.134	717	54.5745
AT2G04800.4	524	363.134	0	0
AT2G32770.1	1551	1390.13	3	0.098743
AT2G22530.1	3255	3094.13	316	4.67294
AT2G32770.3	1837	1676.13	0	0
AT2G47210.3	1519	1358.13	0	0
AT2G47210.2	2455	2294.13	1006.55	20.0752
AT2G47210.1	2158	1997.13	41.24	0.94483
AT2G24260.1	1732	1571.13	1197.67	34.879
AT2G02970.1	2351	2190.13	1119	23.3777
AT2G31725.1	776	615.134	440	32.7284
AT2G46630.1	1930	1769.13	217	5.6123
AT2G20670.1	1463	1302.13	1839	64.6201
AT2G26000.1	1611	1450.13	0	0
AT2G20650.1	2264	2103.13	288.831	6.28374
AT2G20650.2	2469	2308.13	287.706	5.70336
AT2G38860.1	1198	1037.13	1798.39	79.3399
AT2G24290.1	1014	853.134	658	35.2899
AT2G37080.1	2109	1948.13	449.999	10.569
AT2G37080.3	2220	2059.13	1177.16	26.1572
AT2G37080.2	2634	2473.13	18.8429	0.348612
AT2G32540.1	2532	2371.13	2	0.0385936
AT2G36295.1	887	726.134	107	6.74231
AT2G36180.1	565	404.134	7	0.792527
AT2G27505.1	1146	985.134	3.34595	0.155405
AT2G01780.1	828	667.134	0	0
AT2G47540.1	773	612.134	2270	169.676
AT2G30630.3	2009	1848.13	0	0
AT2G30630.2	1659	1498.13	0.0491079	0.00149983
AT2G30630.1	1807	1646.13	10.9509	0.304387
AT2G45640.1	872	711.134	2232.63	143.651
AT2G29830.1	1189	1028.13	0	0
AT2G20860.2	1590	1429.13	1242.88	39.7921
AT2G32950.1	2474	2313.13	785.933	15.5463
AT2G32950.2	2401	2240.13	104.067	2.1256
AT2G26135.1	1155	994.134	0	0
AT2G20490.2	466	305.339	6.94923	1.04135
AT2G20490.3	580	419.134	357.911	39.0718
AT2G20490.1	530	369.134	2245.14	278.292
AT2G24050.1	2761	2600.13	853	15.0105
AT2G27150.2	4197	4036.13	236.43	2.68027
AT2G27150.3	4309	4148.13	153.115	1.68891
AT2G42540.2	1544	1383.13	0	0
AT2G27150.1	4224	4063.13	10.5098	0.118351
AT2G27150.6	4937	4776.13	0	0
AT2G27150.4	3751	3590.13	0	0
AT2G27150.5	4254	4093.13	65.9459	0.737181
AT2G20725.1	1772	1611.13	397	11.2746
AT2G44970.3	2045	1884.13	22.2323	0.539902
AT2G44970.2	1825	1664.13	243.317	6.69001
AT2G01340.1	930	769.134	25.2964	1.50487
AT2G25560.1	2702	2541.13	202	3.63719
AT2G42700.3	2521	2360.13	361.277	7.00398
AT2G22240.3	2243	2082.13	3.83517	0.0842788
AT2G21110.1	649	488.134	1	0.0937352
AT2G42130.5	1482	1321.13	0	0
AT2G43390.1	651	490.134	132	12.3226
AT2G16485.2	5903	5742.13	733.615	5.8457
AT2G36470.1	1960	1799.13	195	4.95921
AT2G42720.1	1841	1680.13	128	3.48584
AT2G43200.1	1916	1755.13	75.6031	1.97093
AT2G43200.2	2063	1902.13	129.397	3.11261
AT2G31300.1	1545	1384.13	497.944	16.4605
AT2G31300.2	1352	1191.13	0	0
AT2G36460.3	959	798.134	254.398	14.5841
AT2G04046.1	388	227.819	0	0
AT2G33360.1	2609	2448.13	338	6.31718
AT2G33360.2	1577	1416.13	0	0
AT2G36120.1	1324	1163.13	8082	317.93
AT2G30690.1	2896	2735.13	0	0
AT2G30690.2	2476	2315.13	0	0
AT2G15480.2	1724	1563.13	375.224	10.9834
AT2G05645.1	615	454.134	0	0
AT2G17050.1	4068	3907.13	2.14522e-08	2.5122e-10
AT2G17050.2	4484	4323.13	8.82616	0.0934146
AT2G17050.3	3995	3834.13	0.173842	0.00207458
AT2G46780.1	1953	1792.13	584.997	14.9357
AT2G48020.4	1225	1064.13	121.486	5.22361
AT2G22730.5	1560	1399.13	0	0
AT2G22730.4	1206	1045.13	0	0
AT2G22730.7	1369	1208.13	13.8811	0.525717
AT2G22730.6	1524	1363.13	0	0
AT2G22730.1	1694	1533.13	3.18912	0.0951772
AT2G22730.3	1602	1441.13	2.8704	0.0911338
AT2G22730.2	1717	1556.13	27.0593	0.795631
AT2G23250.1	1317	1156.13	3	0.118728
AT2G17442.7	1447	1286.13	4.79832	0.170704
AT2G04070.1	1716	1555.13	3	0.0882664
AT2G04170.7	1641	1480.13	60.4937	1.87004
AT2G30350.2	1237	1076.13	191.539	8.14389
AT2G38360.1	1279	1118.13	617	25.2484
AT2G04170.5	1352	1191.13	25.3574	0.97406
AT2G23270.1	631	470.134	4	0.389296
AT2G37000.1	1003	842.134	15	0.814989
AT2G17442.2	820	659.134	0	0
AT2G32080.2	1273	1112.13	605.587	24.915
AT2G03823.1	90	36.4667	0	0
AT2G32080.1	1500	1339.13	2191.41	74.8759
AT2G28580.1	1611	1450.13	0	0
AT2G16380.3	1859	1698.13	0	0
AT2G16380.2	1989	1828.13	38.0665	0.952744
AT2G16380.1	2232	2071.13	56.9335	1.25777
AT2G29170.1	723	562.134	0	0
AT2G28670.2	1673	1512.13	199.848	6.04716
AT2G28580.2	1936	1775.13	0	0
AT2G28670.1	1311	1150.13	1597.04	63.5345
AT2G19780.1	2090	1929.13	88	2.08719
AT2G37930.1	1715	1554.13	66.6218	1.96141
AT2G37930.3	2218	2057.13	47.3585	1.05336
AT2G37930.2	2001	1840.13	22.0198	0.547526
AT2G20080.1	537	376.134	282.578	34.3746
AT2G28790.1	1095	934.134	679.645	33.2901
AT2G25409.1	634	473.134	0	0
AT2G20080.2	970	809.134	264.852	14.977
AT2G29360.1	1076	915.134	10	0.499985
AT2G38995.3	1920	1759.13	0	0
AT2G38995.2	1813	1652.13	0	0
AT2G38995.1	894	733.134	0	0
AT2G38995.4	2122	1961.13	0	0
AT2G35450.1	1825	1664.13	240	6.5988
AT2G07642.1	42	15	0	0
AT2G28520.1	3225	3064.13	1843	27.5207
AT2G06166.1	312	153.607	0	0
AT2G40580.1	1140	979.134	1	0.0467304
AT2G42440.1	1008	847.134	47	2.53856
AT2G40990.1	1493	1332.13	0	0
AT2G44650.1	1171	1010.13	997.424	45.1796
AT2G01760.1	1519	1358.13	25.1232	0.846398
AT2G01760.3	1253	1092.13	0	0
AT2G01760.2	1554	1393.13	3.87678	0.127327
AT2G31770.1	1632	1471.13	0	0
AT2G42410.1	874	713.134	0	0
AT2G38390.1	1387	1226.13	1131	42.2052
AT2G18420.1	565	404.134	0	0
AT2G16660.2	2990	2829.13	73.8756	1.19478
AT2G30385.1	765	604.134	0	0
AT2G43530.1	252	98.4119	5	2.32469
AT2G13560.1	2250	2089.13	4172	91.3734
AT2G03220.1	1896	1735.13	1684.88	44.4301
AT2G02310.1	1250	1089.13	32	1.34434
AT2G20070.1	511	350.206	0	0
AT2G17290.2	2645	2484.13	3044.25	56.0721
AT2G42130.4	1438	1277.13	135.608	4.85835
AT2G17290.1	1962	1801.13	181.754	4.6172
AT2G42130.1	885	724.134	67.3925	4.25828
AT2G35780.1	1707	1546.13	827	24.4737
AT2G42130.3	951	790.134	0	0
AT2G42130.2	1041	880.134	0	0
AT2G43050.1	1964	1803.13	868	22.0259
AT2G03630.1	1095	934.134	1	0.0489816
AT2G03630.2	871	710.134	0	0
AT2G22970.4	1753	1592.13	83.3739	2.39603
AT2G17470.2	1918	1757.13	0	0
AT2G07340.1	806	645.134	1363	96.6691
AT2G07340.2	607	446.134	0	0
AT2G32990.1	2032	1871.13	698	17.0684
AT2G24220.2	1247	1086.13	4.57932	0.192912
AT2G16990.6	1624	1463.13	0	0
AT2G16990.7	1992	1831.13	0	0
AT2G16990.4	1740	1579.13	24.4641	0.708846
AT2G16990.5	1736	1575.13	16.5639	0.481157
AT2G16990.2	1953	1792.13	0	0
AT2G16990.3	1818	1657.13	2.79008e-06	7.70371e-08
AT2G16990.1	1665	1504.13	0	0
AT2G16990.8	1801	1640.13	38.972	1.08721
AT2G43780.1	813	652.134	896.475	62.8989
AT2G14560.4	1267	1106.13	0	0
AT2G43780.3	762	601.134	0	0
AT2G43780.2	899	738.134	4.0804	0.252935
AT2G14560.1	1355	1194.13	0	0
AT2G43780.4	660	499.134	7.44414	0.6824
AT2G14560.3	1919	1758.13	0	0
AT2G14560.2	964	803.134	0	0
AT2G10602.1	468	307.339	0	0
AT3G44680.1	1788	1627.13	609.995	17.1532
AT3G46580.1	983	822.134	183	10.1847
AT3G12040.1	1053	892.134	371	19.0277
AT3G60510.1	1807	1646.13	145.918	4.0559
AT3G20960.2	1864	1703.13	320.247	8.60357
AT3G20960.1	1747	1586.13	447.753	12.9164
AT3G50330.1	1423	1262.13	0	0
AT3G11130.1	5942	5781.13	7545.52	59.7198
AT3G09860.1	694	533.134	1316	112.943
AT3G16610.1	2121	1960.13	48	1.12046
AT3G42140.1	822	661.134	0	0
AT3G10680.1	1557	1396.13	98	3.21174
AT3G60530.1	1465	1304.13	2062	72.3449
AT3G20900.1	207	61.7543	0.392499	0.290812
AT3G11500.1	556	395.134	7.60162	0.880245
AT3G19880.1	1170	1009.13	0	0
AT3G11500.2	696	535.134	1332.4	113.923
AT3G60510.2	1691	1530.13	6.61451	0.197793
AT3G60510.3	1573	1412.13	55.467	1.79722
AT3G11520.2	1656	1495.13	294.425	9.01025
AT3G11520.1	1434	1273.13	248.575	8.93356
AT3G56160.4	1506	1345.13	32.3179	1.09931
AT3G59060.3	1858	1697.13	0	0
AT3G21371.1	207	61.7543	0	0
AT3G60940.2	1083	922.134	11.3377	0.562566
AT3G59060.1	1839	1678.13	0	0
AT3G09720.1	2498	2337.13	77.9045	1.52518
AT3G09720.2	2078	1917.13	648.096	15.4678
AT3G07920.1	862	701.134	16	1.04414
AT3G03776.3	571	410.134	8.26948	0.922558
AT3G03776.2	786	625.134	0	0
AT3G03776.1	808	647.134	2.73052	0.193061
AT3G52220.1	1026	865.134	1434.56	75.8714
AT3G27950.1	1355	1194.13	185	7.0886
AT3G49670.1	3609	3448.13	507.306	6.73174
AT3G04270.1	445	284.339	0	0
AT3G51470.2	1855	1694.13	15.8872	0.429083
AT3G04250.1	879	718.134	0	0
AT3G53075.2	899	738.134	0	0
AT3G53075.1	651	490.134	0	0
AT3G47965.1	522	361.134	1322	167.496
AT3G53270.8	1976	1815.13	43.0666	1.08561
AT3G14510.1	1424	1263.13	215.213	7.79579
AT3G26115.1	1284	1123.13	30.7789	1.2539
AT3G26115.3	1466	1305.13	21.8628	0.766466
AT3G26115.2	1631	1470.13	40.3759	1.25663
AT3G26115.5	1629	1468.13	4.98235	0.155278
AT3G13280.1	1152	991.134	0	0
AT3G48230.1	1660	1499.13	0	0
AT3G47350.2	966	805.134	0	0
AT3G47350.1	2575	2414.13	6264	118.722
AT3G53270.1	1473	1312.13	292.218	10.1899
AT3G48210.1	1421	1260.13	606	22.0038
AT3G59960.2	1493	1332.13	0	0
AT3G50440.1	828	667.134	5	0.342925
AT3G01420.1	2338	2177.13	8055	169.286
AT3G44755.1	619	458.134	0	0
AT3G50310.1	1447	1286.13	7	0.249031
AT3G08947.1	3170	3009.13	251.023	3.81692
AT3G08947.2	2571	2410.13	0	0
AT3G10500.2	2518	2357.13	283.249	5.49826
AT3G10500.1	2151	1990.13	1252.75	28.8021
AT3G22970.2	1933	1772.13	124.604	3.21718
AT3G13610.1	1470	1309.13	3792	132.534
AT3G22970.1	1667	1506.13	3290.4	99.96
AT3G55660.1	2155	1994.13	436	10.004
AT3G55660.2	2221	2060.13	0	0
AT3G59960.1	1001	840.134	0	0
AT3G25170.3	505	344.24	0	0
AT3G20410.2	2133	1972.13	2369.08	54.9649
AT3G20410.1	2515	2354.13	640.916	12.457
AT3G10110.4	1087	926.134	303.596	14.999
AT3G10110.1	815	654.134	224.141	15.6782
AT3G10110.3	1082	921.134	7.24064	0.359663
AT3G10110.2	1148	987.134	4.82614	0.2237
AT3G47100.1	537	376.134	3	0.364939
AT3G46020.1	635	474.134	124	11.9664
AT3G47060.1	2835	2674.13	571.016	9.77028
AT3G21473.1	693	532.134	0	0
AT3G63052.1	398	237.773	1	0.192433
AT3G63500.2	3785	3624.13	1171	14.7841
AT3G46000.1	711	550.134	3322.96	276.374
AT3G46000.2	1062	901.134	820.244	41.6481
AT3G46000.3	1288	1127.13	29.8008	1.20975
AT3G29320.1	3180	3019.13	1035	15.6856
AT3G48205.1	341	181.626	0	0
AT3G02065.2	1829	1668.13	301.043	8.25733
AT3G17120.1	660	499.134	125.826	11.5344
AT3G17120.3	2312	2151.13	175.692	3.73702
AT3G17120.2	1494	1333.13	123.858	4.251
AT3G17120.5	1467	1306.13	0	0
AT3G17120.4	1249	1088.13	442.625	18.6121
AT3G56890.1	850	689.134	21	1.3943
AT3G07790.1	2074	1913.13	1161	27.767
AT3G46240.1	1305	1144.13	0	0
AT3G59550.1	2533	2372.13	177	3.4141
AT3G05880.1	879	718.134	6335	403.629
AT3G18960.1	738	577.134	35.6973	2.83009
AT3G18960.2	747	586.134	10.3027	0.804257
AT3G18960.3	563	402.134	0	0
AT3G28980.5	1266	1105.13	0	0
AT3G28980.4	1604	1443.13	0	0
AT3G25530.3	1326	1165.13	913.247	35.8636
AT3G25530.2	1065	904.134	1942.49	98.3033
AT3G25530.1	1541	1380.13	748.261	24.807
AT3G01160.1	2365	2204.13	1128	23.416
AT3G01480.1	1780	1619.13	233.622	6.60196
AT3G09440.4	2484	2323.13	646.646	12.736
AT3G01480.2	1762	1601.13	36.3779	1.03956
AT3G09440.1	2506	2345.13	0	0
AT3G09440.3	2193	2032.13	8458.35	190.448
AT3G09440.2	3222	3061.13	0	0
AT3G29035.1	1433	1272.13	2145	77.15
AT3G44766.1	241	88.9953	0	0
AT3G25493.1	480	319.307	0	0
AT3G02790.1	712	551.134	0	0
AT3G11860.1	759	598.134	3	0.22949
AT3G53630.2	1552	1391.13	7.01318	0.230668
AT3G18250.1	367	207.078	17	3.75627
AT3G50280.1	1741	1580.13	98	2.83775
AT3G60730.1	1672	1511.13	6	0.181673
AT3G02570.1	1540	1379.13	1786	59.2539
AT3G13690.3	3013	2852.13	501.908	8.05186
AT3G13690.2	2598	2437.13	430.305	8.07865
AT3G13690.1	3622	3461.13	260.787	3.44754
AT3G19360.2	1865	1704.13	17.8986	0.48057
AT3G05685.2	1026	865.134	41.1061	2.17403
AT3G05685.3	612	451.134	38.8939	3.94473
AT3G05685.1	1004	843.134	0	0
AT3G11320.1	2006	1845.13	2821	69.9547
AT3G16040.1	458	297.339	2	0.307766
AT3G24530.1	1970	1809.13	846.225	21.4021
AT3G24530.2	2120	1959.13	50.9488	1.1899
AT3G24530.3	1696	1535.13	781.826	23.3027
AT3G62620.2	1487	1326.13	34.6207	1.19451
AT3G62620.3	1194	1033.13	9.48542e-07	4.20089e-08
AT3G19420.1	2385	2224.13	2850	58.6308
AT3G62620.6	1183	1022.13	0	0
AT3G62620.7	1182	1021.13	5.78609	0.259265
AT3G62620.4	1732	1571.13	25.3628	0.738628
AT3G62620.5	1595	1434.13	0	0
AT3G51370.2	1604	1443.13	28.6307	0.907753
AT3G51370.3	1573	1412.13	204.702	6.63266
AT3G62620.8	1181	1020.13	0	0
AT3G04570.1	1706	1545.13	1670	49.4529
AT3G25860.1	2070	1909.13	2718	65.1411
AT3G44940.1	1465	1304.13	191	6.70121
AT3G52115.1	2199	2038.13	191	4.28788
AT3G16060.1	2652	2491.13	1792	32.9142
AT3G25840.2	3363	3202.13	351.17	5.01787
AT3G25840.1	3414	3253.13	661.83	9.30865
AT3G42075.1	684	523.134	0	0
AT3G42075.2	553	392.134	0	0
AT3G61220.3	1132	971.134	4.92263	0.231931
AT3G61220.2	1024	863.134	246.243	13.0535
